#  E (eV)   dos(E)     Int dos(E) EFermi =   18.294 eV
  10.393  0.4888E-05  0.9710E-07
  10.394  0.5136E-05  0.1022E-06
  10.395  0.5397E-05  0.1076E-06
  10.396  0.5670E-05  0.1133E-06
  10.397  0.5957E-05  0.1193E-06
  10.398  0.6257E-05  0.1255E-06
  10.399  0.6572E-05  0.1321E-06
  10.400  0.6902E-05  0.1390E-06
  10.401  0.7248E-05  0.1462E-06
  10.402  0.7610E-05  0.1539E-06
  10.403  0.7990E-05  0.1618E-06
  10.404  0.8387E-05  0.1702E-06
  10.405  0.8804E-05  0.1790E-06
  10.406  0.9240E-05  0.1883E-06
  10.407  0.9696E-05  0.1980E-06
  10.408  0.1017E-04  0.2081E-06
  10.409  0.1068E-04  0.2188E-06
  10.410  0.1120E-04  0.2300E-06
  10.411  0.1175E-04  0.2418E-06
  10.412  0.1232E-04  0.2541E-06
  10.413  0.1292E-04  0.2670E-06
  10.414  0.1355E-04  0.2806E-06
  10.415  0.1421E-04  0.2948E-06
  10.416  0.1490E-04  0.3097E-06
  10.417  0.1562E-04  0.3253E-06
  10.418  0.1637E-04  0.3417E-06
  10.419  0.1716E-04  0.3588E-06
  10.420  0.1798E-04  0.3768E-06
  10.421  0.1884E-04  0.3956E-06
  10.422  0.1974E-04  0.4154E-06
  10.423  0.2068E-04  0.4361E-06
  10.424  0.2167E-04  0.4577E-06
  10.425  0.2270E-04  0.4804E-06
  10.426  0.2377E-04  0.5042E-06
  10.427  0.2489E-04  0.5291E-06
  10.428  0.2607E-04  0.5552E-06
  10.429  0.2729E-04  0.5825E-06
  10.430  0.2857E-04  0.6110E-06
  10.431  0.2991E-04  0.6409E-06
  10.432  0.3130E-04  0.6722E-06
  10.433  0.3276E-04  0.7050E-06
  10.434  0.3428E-04  0.7393E-06
  10.435  0.3587E-04  0.7752E-06
  10.436  0.3753E-04  0.8127E-06
  10.437  0.3926E-04  0.8519E-06
  10.438  0.4107E-04  0.8930E-06
  10.439  0.4295E-04  0.9360E-06
  10.440  0.4492E-04  0.9809E-06
  10.441  0.4697E-04  0.1028E-05
  10.442  0.4911E-04  0.1077E-05
  10.443  0.5135E-04  0.1128E-05
  10.444  0.5367E-04  0.1182E-05
  10.445  0.5610E-04  0.1238E-05
  10.446  0.5864E-04  0.1297E-05
  10.447  0.6128E-04  0.1358E-05
  10.448  0.6403E-04  0.1422E-05
  10.449  0.6690E-04  0.1489E-05
  10.450  0.6989E-04  0.1559E-05
  10.451  0.7300E-04  0.1632E-05
  10.452  0.7625E-04  0.1708E-05
  10.453  0.7963E-04  0.1788E-05
  10.454  0.8316E-04  0.1871E-05
  10.455  0.8683E-04  0.1958E-05
  10.456  0.9065E-04  0.2048E-05
  10.457  0.9464E-04  0.2143E-05
  10.458  0.9878E-04  0.2242E-05
  10.459  0.1031E-03  0.2345E-05
  10.460  0.1076E-03  0.2452E-05
  10.461  0.1123E-03  0.2565E-05
  10.462  0.1171E-03  0.2682E-05
  10.463  0.1222E-03  0.2804E-05
  10.464  0.1275E-03  0.2932E-05
  10.465  0.1330E-03  0.3065E-05
  10.466  0.1387E-03  0.3203E-05
  10.467  0.1446E-03  0.3348E-05
  10.468  0.1508E-03  0.3499E-05
  10.469  0.1572E-03  0.3656E-05
  10.470  0.1639E-03  0.3820E-05
  10.471  0.1709E-03  0.3991E-05
  10.472  0.1781E-03  0.4169E-05
  10.473  0.1856E-03  0.4355E-05
  10.474  0.1934E-03  0.4548E-05
  10.475  0.2016E-03  0.4750E-05
  10.476  0.2100E-03  0.4960E-05
  10.477  0.2188E-03  0.5178E-05
  10.478  0.2279E-03  0.5406E-05
  10.479  0.2373E-03  0.5644E-05
  10.480  0.2472E-03  0.5891E-05
  10.481  0.2574E-03  0.6148E-05
  10.482  0.2680E-03  0.6416E-05
  10.483  0.2790E-03  0.6695E-05
  10.484  0.2904E-03  0.6986E-05
  10.485  0.3023E-03  0.7288E-05
  10.486  0.3146E-03  0.7602E-05
  10.487  0.3274E-03  0.7930E-05
  10.488  0.3407E-03  0.8271E-05
  10.489  0.3545E-03  0.8625E-05
  10.490  0.3688E-03  0.8994E-05
  10.491  0.3836E-03  0.9378E-05
  10.492  0.3990E-03  0.9777E-05
  10.493  0.4150E-03  0.1019E-04
  10.494  0.4316E-03  0.1062E-04
  10.495  0.4487E-03  0.1107E-04
  10.496  0.4666E-03  0.1154E-04
  10.497  0.4850E-03  0.1202E-04
  10.498  0.5042E-03  0.1253E-04
  10.499  0.5240E-03  0.1305E-04
  10.500  0.5446E-03  0.1360E-04
  10.501  0.5659E-03  0.1416E-04
  10.502  0.5880E-03  0.1475E-04
  10.503  0.6109E-03  0.1536E-04
  10.504  0.6346E-03  0.1600E-04
  10.505  0.6592E-03  0.1665E-04
  10.506  0.6846E-03  0.1734E-04
  10.507  0.7110E-03  0.1805E-04
  10.508  0.7383E-03  0.1879E-04
  10.509  0.7666E-03  0.1956E-04
  10.510  0.7958E-03  0.2035E-04
  10.511  0.8262E-03  0.2118E-04
  10.512  0.8575E-03  0.2203E-04
  10.513  0.8900E-03  0.2292E-04
  10.514  0.9236E-03  0.2385E-04
  10.515  0.9583E-03  0.2481E-04
  10.516  0.9943E-03  0.2580E-04
  10.517  0.1032E-02  0.2683E-04
  10.518  0.1070E-02  0.2790E-04
